,id,second_quiz,final_grade,prep_time,SECRET!!!!,usage
136,taylorroberts@example.org,1.0,16.0,61.668180725627984,0.6418732252403101,0
137,nicoleramsey@example.com,5.0,17.0,68.01307504165496,0.45826430128049367,0
138,matthew21@example.net,7.0,20.0,36.10243442271872,-0.06211359273205747,0
139,ftrujillo@example.org,7.0,23.0,142.47665834015237,0.13675126974357263,0
140,yvonnebonilla@example.com,8.0,20.0,64.07448336434551,0.7938138893761654,0
141,alexandermanning@example.org,5.0,18.0,66.28777886271496,-0.41298658416995376,0
142,rodriguezmichelle@example.org,8.0,29.0,159.6376490053673,-0.9663052051694595,0
143,stacy82@example.org,5.0,22.0,81.75879929615783,-0.5601376271540396,0
144,markspaul@example.com,7.0,20.0,33.369789764092694,0.6086521289108259,0
145,ryankelly@example.org,5.0,19.0,131.62235013213052,1.3182902459966073,0
146,blacksydney@example.com,4.0,16.0,49.69181571419654,0.3208217028056582,0
147,willie95@example.com,6.0,22.0,167.57231368430502,0.664954996717816,0
148,watkinstyler@example.com,5.0,17.0,52.79396576749198,-0.14327539611255266,0
149,ashleyblair@example.net,4.0,16.0,42.198488043175935,-0.3140404442574507,0
150,lewisdebra@example.com,8.0,26.0,63.93268707086987,-0.11285151073539225,0
151,matthewadams@example.org,4.0,19.0,41.273850471077516,0.317323232918424,0
152,charlenesmith@example.com,5.0,27.0,229.07810862347398,1.1112603343109206,0
153,pherrera@example.com,5.0,21.0,61.17199555227129,1.0770200710199775,0
154,larry63@example.org,4.0,19.0,89.83345481008848,1.2503130234243298,0
155,danielscarlos@example.com,5.0,21.0,85.20271990602043,0.07584631634312561,0
156,daltonnicole@example.org,0.0,12.0,32.27231611355821,0.8491041342227874,0
157,christinaortiz@example.net,7.0,21.0,87.78798900635746,0.7836823553827663,0
158,barry24@example.net,2.0,16.0,67.83373248238792,-0.1968716354029066,0
159,allenannette@example.org,8.0,23.0,63.50231828608663,-1.09720720766742,0
160,aaronschmidt@example.com,10.0,26.0,61.01169107921809,0.5148669985379496,0
161,zfrancis@example.net,3.0,17.0,20.362509199828224,0.9310499072225272,0
162,vmiller@example.org,7.0,19.0,0.0,-1.2890530592115674,0
163,brandonponce@example.org,4.0,16.0,0.0,-1.8068855690146717,0
164,ugordon@example.com,5.0,19.0,54.02267576652225,-0.7320891956543987,0
165,jasmin53@example.com,8.0,17.0,0.0,-2.653517306717197,0
166,benjamin42@example.com,4.0,18.0,59.310358033465036,0.1638929462236281,0
167,browntimothy@example.com,6.0,22.0,76.39417089368922,0.6784314675429144,0
168,sarahbarr@example.com,4.0,16.0,0.0,-2.3775328417855763,0
169,campbellsara@example.net,5.0,17.0,0.0,-2.579590177788877,0
170,carpenteramber@example.net,4.0,19.0,47.35013042712572,-0.6563939737083284,0
171,brittany35@example.org,4.0,20.0,52.88867060801021,1.2307218608888422,0
172,hwilson@example.com,3.0,16.0,53.86181748525132,1.1243514111235804,0
173,freemanmatthew@example.org,7.0,19.0,52.487736361243975,0.954340541430151,0
174,xmcdaniel@example.org,8.0,20.0,0.0,2.275915003071558,0
175,jeremiah45@example.net,6.0,17.0,39.14463111596225,0.8011290451132248,0
176,susan29@example.org,5.0,18.0,0.0,-1.4802055681391069,0
177,calhounmichele@example.net,6.0,19.0,53.92686433241194,1.3173076992939077,0
178,yflores@example.org,5.0,20.0,37.950688129978886,0.3260820542610021,0
179,pittmanjessica@example.org,3.0,20.0,16.846590161483178,-0.10949918093974353,0
180,briansanchez@example.com,7.0,23.0,93.42927084626372,-0.9760621536492863,0
181,kevin32@example.net,5.0,22.0,90.17176841633655,-0.04839868612203659,0
182,tylerking@example.com,10.0,22.0,25.872260348617438,-0.6282969210357937,0
183,travis84@example.net,9.0,26.0,93.28587355180446,-0.2947760164049773,0
184,keithjohnson@example.org,8.0,25.0,121.40513887416063,-0.8220076716212626,0
185,syoung@example.org,7.0,21.0,26.415996427462943,1.8267363463731838,0
186,amahoney@example.org,5.0,21.0,0.0,2.015476948195315,0
187,andrew85@example.org,6.0,24.0,110.32559507368607,-0.25778213715055914,0
188,kennethdiaz@example.com,5.0,16.0,27.291080461034472,0.02460415562929181,0
189,kimlam@example.com,3.0,16.0,48.28474204476575,-0.9981579123595969,0
190,bergstephen@example.com,4.0,20.0,64.65683750628982,-1.0081722724157811,0
191,xrogers@example.com,9.0,26.0,77.5993589732322,-1.04024199570148,0
192,robert63@example.org,4.0,22.0,166.82127198860087,-0.32960494952153824,0
193,colleenjones@example.com,2.0,19.0,0.0,-1.693159114505341,0
194,autumn74@example.org,4.0,15.0,0.0,-1.5348249033802457,0
195,robert73@example.com,8.0,20.0,45.55185924431893,0.547457184084035,0
196,mathisashley@example.net,5.0,19.0,55.34072113621913,0.2355943912057582,0
197,rdavenport@example.com,7.0,23.0,103.78855022740231,0.36724770502460746,0
198,jordan88@example.net,5.0,22.0,63.05538640998156,-0.909329345595383,0
199,jason65@example.org,9.0,30.0,172.12803375879471,1.5063871778781104,0
200,jperez@example.com,7.0,23.0,72.25064598068178,0.4362799323298084,0
201,kgilmore@example.org,5.0,22.0,0.0,-1.1860310261652334,0
202,carriedoyle@example.org,4.0,21.0,59.49097647270395,0.48490760229966945,0
203,fblake@example.org,2.0,18.0,156.76524917792352,0.5182283643949422,0
204,bradfordvincent@example.org,6.0,22.0,127.05113538458856,1.213728204345423,0
205,stantonamber@example.com,8.0,22.0,0.0,-1.9341227030990427,0
206,robert74@example.com,4.0,14.0,49.73233271145532,0.06831072832989521,0
207,hernandeztravis@example.net,9.0,25.0,35.43325092797871,0.14969119560479316,0
208,kingmarvin@example.com,8.0,20.0,30.66511797060678,0.2510489060775746,0
209,douglas02@example.com,8.0,23.0,34.78379456230432,-0.32333377398604174,0
210,megan94@example.net,7.0,18.0,21.234163568259937,0.9794286549553589,0
211,shanejohnston@example.com,4.0,19.0,72.1735586251651,-0.9953926971009013,0
212,adamsjillian@example.org,7.0,18.0,0.0,2.964806756528594,0
213,sandramiller@example.net,6.0,21.0,91.3197026742071,-0.559643107818512,0
214,leeanthony@example.com,5.0,20.0,77.77830683452007,-0.7161067566236459,0
215,griffinlaurie@example.net,2.0,18.0,53.328332996395076,-0.0491725188035105,0
216,petersonheidi@example.org,8.0,22.0,53.407476789805315,0.1649290361417402,0
217,andreachavez@example.net,5.0,20.0,0.0,-2.103025384650383,0
218,linda51@example.org,7.0,28.0,211.901153732329,0.093556287815938,0
219,nrhodes@example.com,9.0,28.0,218.4460063048319,0.4721387902939994,0
220,danny39@example.net,6.0,20.0,0.0,-1.195752800390647,0
221,brittany64@example.org,7.0,24.0,65.57942396786721,-0.22717995886334402,0
222,ryan90@example.net,4.0,19.0,93.05332361445416,2.011819193806229,0
223,bakerjerry@example.com,8.0,21.0,30.07096360073255,0.012657418476691884,0
224,tyleryork@example.com,9.0,29.0,100.51549977166952,0.6366364239396324,0
225,justin86@example.com,2.0,16.0,62.02325582828891,-0.22881090318589828,0
226,robertskari@example.com,7.0,25.0,158.26780041547846,-0.5691457843344012,0
227,mreyes@example.com,5.0,19.0,69.56696581887209,0.037271059658519186,0
228,lmcintyre@example.com,9.0,25.0,96.03579480500326,0.6567717058938859,0
229,john29@example.net,8.0,23.0,84.23163967392385,0.04345988472835567,0
230,smithjeremy@example.org,8.0,23.0,60.16059873146508,-0.08747329246022224,0
231,emily88@example.net,4.0,19.0,19.1425629338695,-0.6018091437795908,0
232,ekelly@example.net,4.0,17.0,59.33357097777605,-0.6894565214607644,0
233,wangzachary@example.com,7.0,24.0,123.42069519591671,-0.12192686365669876,0
234,newtonlisa@example.org,7.0,24.0,196.61437624506118,0.11489386939861634,0
235,matthewdavis@example.org,10.0,24.0,130.72556926638777,0.6133966051517986,0
236,vmoody@example.com,3.0,14.0,0.0,-1.5262217953132518,0
237,davistimothy@example.org,8.0,19.0,27.09780163370616,-0.3923706325163756,0
238,matthew52@example.com,7.0,24.0,56.53870127394315,-0.32616177175960603,0
239,zgamble@example.org,5.0,20.0,68.55717863655744,1.630742876933693,0
240,francofrank@example.net,6.0,22.0,87.29740246842935,-0.3779142251524785,0
241,nancy90@example.com,7.0,22.0,19.359076919798078,1.5837927433705075,0
242,garciadavid@example.net,4.0,21.0,94.9780836681958,0.4000176103025271,0
243,jodi93@example.net,2.0,12.0,0.0,2.7793539353004673,0
244,murraypatricia@example.net,7.0,22.0,203.33586830683615,1.017231723831159,0
245,taylorkimberly@example.com,5.0,20.0,73.68856822855193,0.033149050495218886,0
246,kimmatthew@example.com,3.0,16.0,80.63376404898307,0.36445165131768187,0
247,hannahsmith@example.org,8.0,20.0,92.17157748893254,1.7469790946596149,0
248,parkerconnor@example.com,6.0,16.0,46.09032492491229,0.20069572642469055,0
249,sgreen@example.com,7.0,18.0,0.0,-1.8380711938482526,0
250,ehouse@example.org,10.0,23.0,31.15069000195665,0.4371455638486685,0
251,mooredavid@example.org,1.0,18.0,193.94830560851136,0.2774582501713119,0
252,jeremy72@example.org,6.0,24.0,100.732087050534,-0.773673478444681,0
253,raymondgarcia@example.com,9.0,22.0,114.35715620814032,0.5442631066912023,0
254,desireealvarado@example.org,6.0,18.0,0.0,-2.9296223395457215,0
255,martinmary@example.net,7.0,17.0,0.0,-1.3237161287139871,0
256,wwood@example.net,3.0,18.0,143.047713863867,-0.09506619793994908,0
257,shernandez@example.com,4.0,15.0,41.89097614518576,0.05737555733138203,0
258,christina90@example.com,4.0,21.0,86.33358074383317,1.8295149637050119,0
259,kcarlson@example.com,5.0,16.0,20.36408477623809,1.1249909948046837,0
260,vsmith@example.com,4.0,16.0,124.90179868948825,-0.054946774193949985,0
261,joshua28@example.org,10.0,24.0,42.6089237765814,0.8986720991526537,0
262,juanjohnson@example.net,6.0,18.0,0.0,-1.5521248241250285,0
